id;model;klasa;cena;rok;przebieg;pojemnosc_silnika;skrzynia_biegow;link
13655;Volvo S70;X;1.9997777777777779;1999;370;2435;Automatyczna;otomoto.pl/osobowe/oferta/volvo-v70-volvo-v70-2-5i-automat-niezawodny-klasyk-przeglad-07-2025-ID6GB9eK.html
13660;Volvo S60;D;2.177777777777778;2001;315;2435;Manualna;otomoto.pl/osobowe/oferta/volvo-s60-ladnypdcbezcalyoryginaligla-ID6GCT5Q.html
13663;Volvo S70;X;2.2;2005;318;2435;Manualna;otomoto.pl/osobowe/oferta/volvo-v70-dobry-stan-nowy-akumulator-ID6GDLOU.html
13669;Volvo V70;X;2.4222222222222225;2003;322;2521;Automatyczna;otomoto.pl/osobowe/oferta/volvo-xc-70-stan-bardzo-dobry-naped-4x4-serwis-do-konca-hak-ID6GfPd2.html
13670;Volvo S90;X;2.4222222222222225;2005;322;2435;Automatyczna;otomoto.pl/osobowe/oferta/volvo-s80-2-4i-benzyna-140km-automat-zadbany-egzemplarz-przebieg-gwarantowany-ID6GA3PI.html
13677;Volvo S40;X;2.6664444444444446;2004;320;2435;Manualna;otomoto.pl/osobowe/oferta/volvo-v50-klimatronik-serwisowany-gotowy-do-rejestracji-ID6GxLPm.html
13679;Volvo S60;D;2.822222222222222;2005;378;2435;Manualna;otomoto.pl/osobowe/oferta/volvo-s60-okazja-liftmomentummyszkazadbanyzobacz-ID6GAA0j.html
13680;Volvo S60;D;2.8333333333333335;2000;329;2435;Automatyczna;otomoto.pl/osobowe/oferta/volvo-s70-2-4-140km-benzyna-oryginalny-lakier-udokumentowany-przebieg-ID6GD2TE.html
13687;Volvo S40;X;3.066666666666667;2005;359;2435;Manualna;otomoto.pl/osobowe/oferta/volvo-v50-volvo-v50-2-4i-170-km-ID6Gr3BU.html
13690;Volvo S70;X;3.088888888888889;2002;313;2435;Manualna;otomoto.pl/osobowe/oferta/volvo-v70-pierwszy-wlasciciel-w-polsce-ID6FVZok.html
13697;Volvo S40;X;3.3111111111111113;2004;337;2435;Manualna;otomoto.pl/osobowe/oferta/volvo-v50-bezwypadkowy-stan-bdb-serwis-do-konca-ID6Gzqv6.html
13702;Volvo S60;D;3.3333333333333335;2003;303;1984;Automatyczna;otomoto.pl/osobowe/oferta/volvo-s60-2-0t-5-cylindrow-salonpl-rozrzad-przy-243600km-ID6GwKEB.html
13708;Volvo S60;D;3.533333333333333;2006;421;2521;Automatyczna;otomoto.pl/osobowe/oferta/volvo-s60-2-5t-210hp-zarejestrowany-serwis-dvd-xenon-alu-ID6GkBl4.html
13721;Volvo S70;X;3.888888888888889;2005;330;2435;Manualna;otomoto.pl/osobowe/oferta/volvo-v70-volvo-v70-ID6GByO5.html
13723;Volvo S70;X;3.9555555555555557;2005;344;2521;Manualna;otomoto.pl/osobowe/oferta/volvo-v70-2-5t-209km-lift-manual-ID6GcIGA.html
13734;Volvo S70;X;4.199999999999999;1999;306;2435;Manualna;otomoto.pl/osobowe/oferta/volvo-v70-manual-4x4-100-oryginal-lakier-0-rdzy-ID6GzGdP.html
13739;Volvo S40;X;4.422222222222222;2005;361;2521;Manualna;otomoto.pl/osobowe/oferta/volvo-v50-2-5t-awd-220km-2005-pt-i-oc-wazne-do-11-2024-ID6GCS0h.html
13743;Volvo C70;X;4.444222222222222;1998;384;2319;Automatyczna;otomoto.pl/osobowe/oferta/volvo-c70-volvo-c70-1998-coupe-2-3t-t5-maxtondesign-yt-klima-2-strefowa-ID6GkXBY.html
13746;Volvo S40;X;4.555555555555555;2004;332;2521;Manualna;otomoto.pl/osobowe/oferta/volvo-s40-volvo-s40-ii-top-sport-2-5-220km-manual-ID6GBsdf.html
13760;Volvo S70;X;4.888888888888889;2001;400;2521;Manualna;otomoto.pl/osobowe/oferta/volvo-v70-2-4tcrosscountrgrzanefoteletempomatserwisowanyoplaconyfilnyoutube-ID6GBRUC.html
13765;Volvo S40;X;5.088888888888889;2010;312;1999;Manualna;otomoto.pl/osobowe/oferta/volvo-v50-oryginalny-przebieg-oryginalny-lakier-oplacony-ID6Gw2KB.html
13775;Volvo S90;X;5.444444444444445;2008;304;2521;Manualna;otomoto.pl/osobowe/oferta/volvo-s80-sprzedam-volvo-s80ii-2-5t-manual-stan-bdb-ID6GCD6g.html
13782;Volvo S90;X;5.955555555555556;2006;323;2521;Manualna;otomoto.pl/osobowe/oferta/volvo-s80-volvo-s80-ii-2-5t-prywatnie-ID6GBy4v.html
13786;Volvo S70;X;5.977777777777778;2009;310;2521;Manualna;otomoto.pl/osobowe/oferta/volvo-v70-ze-szwecji-ID6F04mC.html
13791;Volvo S70;X;6.033333333333333;2009;308;1999;Manualna;otomoto.pl/osobowe/oferta/volvo-v70-volvo-v70-2-0f-r-design-silver-rejstracja-2010-polskie-menu-serwisowan-ID6FDtiu.html
13793;Volvo S90;X;6.199999999999999;2007;312;2521;Automatyczna;otomoto.pl/osobowe/oferta/volvo-s80-volvo-s80-2007r-2-5t-lpg-ID6GDLWj.html
13800;Volvo Seria200;X;6.444444444444445;1990;399;2316;Manualna;otomoto.pl/osobowe/oferta/volvo-seria-200-tylko-dwie-wlascicielki-w-niemczech-kombi-ze-skorzana-tapicerka-ID6FGWRH.html
13809;Volvo S70;X;6.666444444444444;1998;377;2319;Automatyczna;otomoto.pl/osobowe/oferta/volvo-v70-2-3-r-awd-saffron-nowy-rozrzad-ost-serwis-na-ok-10tys-zl-ID6Fj6F5.html
13815;Volvo V70;X;7.110888888888889;2009;312;3192;Automatyczna;otomoto.pl/osobowe/oferta/volvo-xc-70-volvo-xc70-awd-keyless-ID6GlITO.html
13829;Volvo XC90;X;7.888888888888889;2005;350;4414;Automatyczna;otomoto.pl/osobowe/oferta/volvo-xc-90-volvo-xc90-4-4-v8-2005r-ID6GDNFg.html
13838;Volvo XC90;X;8.2;2008;333;3192;Automatyczna;otomoto.pl/osobowe/oferta/volvo-xc-90-3-2-ben-08rok-238ps-7-foteli-awd-ID6GupLQ.html
13843;Volvo S70;X;8.422222222222222;2010;320;2521;Automatyczna;otomoto.pl/osobowe/oferta/volvo-v70-2-5t-231km-lift-summum-pdc-xenon-polskory-serwis-ID6GnYc4.html
13848;Volvo S90;X;8.877777777777778;2008;312;2953;Automatyczna;otomoto.pl/osobowe/oferta/volvo-s80-t6-awd-skora-radar-xenon-ID6GmzoL.html
13879;Volvo XC90;X;10.222000000000001;2008;310;4414;Automatyczna;otomoto.pl/osobowe/oferta/volvo-xc-90-volvo-xc-90-4-4-v8-summum-315km-ID6GDOQt.html
13894;Volvo S90;X;10.88888888888889;2014;325;2953;Automatyczna;otomoto.pl/osobowe/oferta/volvo-s80-volvo-s80-3-0-benzyna-ver-summum-ID6GC0JK.html
13939;Volvo XC60;SD;12.88888888888889;2015;320;1969;Automatyczna;otomoto.pl/osobowe/oferta/volvo-xc-60-volvo-xc60-benzyna-ID6Gksk1.html
13972;Volvo S90;X;14.555555555555555;2018;358;1969;Automatyczna;otomoto.pl/osobowe/oferta/volvo-v90-volvo-v90-2018-benzyna-cng-ID6Gwo69.html
14633;Mazda 626;X;0.7777777777777778;1999;343;1991;Manualna;otomoto.pl/osobowe/oferta/mazda-626-mazda-626-glx-136-km-ID6GzaZa.html
14645;Mazda 3;C;1.3333333333333333;2006;358;1598;Manualna;otomoto.pl/osobowe/oferta/mazda-3-oc-do-04-2025-przeglad-do-06-2025-2-komplety-swiezych-opon-ID6GzSet.html
14650;Mazda 3;C;1.4;2008;383;1598;Manualna;otomoto.pl/osobowe/oferta/mazda-3-sport-active-plus-2008-r-ID6GvRVn.html
14685;Mazda 3;C;2.3333333333333335;2007;322;1598;Manualna;otomoto.pl/osobowe/oferta/mazda-3-mazda-3-1-6-exclusive-ID6GyYOA.html
14727;Mazda 6;D;3.066666666666667;2008;337;1999;Manualna;otomoto.pl/osobowe/oferta/mazda-6-skorzane-podgrzewane-fotele-stan-bardzo-dobry-ID6GC9QF.html
14803;Mazda 6;D;4.0;2010;358;1999;Manualna;otomoto.pl/osobowe/oferta/mazda-6-mazda-6-kombi-2010r-147-km-2-0-benz-pierwszy-wlasciciel-w-kraju-ID6GD25b.html
14891;Mazda 6;D;5.444444444444445;2010;344;1999;Automatyczna;otomoto.pl/osobowe/oferta/mazda-6-idealny-samochod-w-trasy-ID6GBPyb.html
15085;Mazda MX-5;X;10.0;1995;303;1840;Manualna;otomoto.pl/osobowe/oferta/mazda-mx-5-mazd-mx-5-1-8-torsen-usa-ID6GAoih.html
16207;MINI Cooper;B;1.9333333333333331;2003;320;1598;Manualna;otomoto.pl/osobowe/oferta/mini-cooper-wlasciciel-ID6Gz2xE.html
17457;Seat Leon;C;3.533333333333333;2002;315;1781;Manualna;otomoto.pl/osobowe/oferta/seat-leon-2002-seat-leon-1-8t-4x4-ID6GiyaV.html
17463;Seat Leon;C;3.5444444444444443;2003;314;1781;Manualna;otomoto.pl/osobowe/oferta/seat-leon-1-8t-benzyna-alu-top-sport-po-oplatach-ID6Feqay.html
17730;Seat Leon;C;5.7555555555555555;2017;302;1197;Manualna;otomoto.pl/osobowe/oferta/seat-leon-klimatyzacja-alu-17-faktura-vat-23-bluetooth-ID6GpYFU.html
18277;Seat Arona;SB;18.333333333333332;2023;860;999;Manualna;otomoto.pl/osobowe/oferta/seat-arona-arona-style-s-s-1-0-tsi-pl-carplay-android-czujniki-niski-przebieg-ID6GuEJK.html
18312;Seat Arona;SB;18.977777777777778;2023;900;999;Manualna;otomoto.pl/osobowe/oferta/seat-arona-od-reki-style-1-0-tsi-95km-ID6Ge5Qr.html
18350;Seat Leon;C;19.977777777777778;2021;600;1000;Manualna;otomoto.pl/osobowe/oferta/seat-leon-st-style-1-0tsi-110km-m6-2021-2022-r-600km-przebiegu-salon-pl-vat-ID6GAenL.html
18357;Seat Leon;C;19.977777777777778;2021;600;1000;Manualna;otomoto.pl/osobowe/oferta/seat-leon-st-style-1-0tsi-110km-m6-2021-2022-r-600km-przebiegu-salon-pl-vat-ID6GzC13.html
18360;Seat Leon;C;19.977777777777778;2021;600;1000;Manualna;otomoto.pl/osobowe/oferta/seat-leon-st-style-1-0tsi-110km-m6-2021-2022-r-600km-przebiegu-salon-pl-vat-ID6GAenL.html
18384;Seat Ibiza;B;20.5;2023;419;999;Manualna;otomoto.pl/osobowe/oferta/seat-ibiza-nowy-samochod-przebieg-419-km-wersja-fr-export-cena-75000-zl-ID6Guiib.html
18464;Seat Arona;SB;25.311111111111114;2023;500;999;Automatyczna;otomoto.pl/osobowe/oferta/seat-arona-fr-1-0-110km-dsg-full-led-od-reki-ID6Gbtkx.html
18637;Fiat Punto;C;1.4;2006;314;1242;Manualna;otomoto.pl/osobowe/oferta/fiat-grande-punto-fiat-grande-punto-1-2-2006r-benzyna-ID6GAmjR.html
18659;Fiat Bravo;X;1.6666666666666667;2009;347;1368;Manualna;otomoto.pl/osobowe/oferta/fiat-bravo-fiat-bravo-1-4-t-jet-120km-benzyna-czarny-pl-ID6GA5KK.html
18838;Fiat Fiorino;X;3.088888888888889;2011;306;1368;Manualna;otomoto.pl/osobowe/oferta/fiat-qubo-ID6G2cG7.html
19747;Fiat Tipo;D;20.200000000000003;2023;500;999;Manualna;otomoto.pl/osobowe/oferta/fiat-tipo-tipo-1-0-t3-city-life-100km-ID6Gze65.html
19760;Fiat Tipo;D;21.311111111111114;2023;600;999;Manualna;otomoto.pl/osobowe/oferta/fiat-tipo-1-0-t3-cross-demo-dealera-promocja-ID6GsSbR.html
19775;Fiat Tipo;D;24.644444444444446;2023;500;1469;Automatyczna;otomoto.pl/osobowe/oferta/fiat-tipo-tipo-1-5-hybrid-cross-dct-130km-ID6Gzdwe.html
19803;Skoda Fabia;B;1.1555555555555557;2003;303;1390;Manualna;otomoto.pl/osobowe/oferta/skoda-fabia-skoda-fabia-1-4-16v-na-wypasie-ID6Gpo9Q.html
19807;Skoda Octavia;C;1.2000000000000002;2008;355;1598;Manualna;otomoto.pl/osobowe/oferta/skoda-octavia-pierwszy-wlasciciel-faktura-vat-ID6GzQ7r.html
19823;Skoda Fabia;B;1.511111111111111;2004;322;1198;Manualna;otomoto.pl/osobowe/oferta/skoda-fabia-skoda-fabia-i-z-polskiego-salonu-bezwypadkowa-ID6GDczs.html
19840;Skoda Fabia;B;1.7555555555555555;2003;311;1390;Manualna;otomoto.pl/osobowe/oferta/skoda-fabia-skoda-fabia-combi-1-4-2003-pierwszy-wlasciciel-polski-salon-aso-ID6GA3P8.html
19896;Skoda Octavia;C;2.4444444444444446;2008;325;1598;Manualna;otomoto.pl/osobowe/oferta/skoda-octavia-ladna-i-reprezentatywna-ID6GznYb.html
19904;Skoda Octavia;C;2.5555555555555554;2011;370;1390;Manualna;otomoto.pl/osobowe/oferta/skoda-octavia-skoda-octavia-ii-1-4-tsi-122-km-2011r-ID6GpNgz.html
19936;Skoda Fabia;B;2.8666666666666667;2012;317;1198;Manualna;otomoto.pl/osobowe/oferta/skoda-fabia-salon-polska-1-wlasciciel-oc-wazne-rok-ID6GmLFr.html
19950;Skoda Fabia;B;2.8666666666666667;2010;332;1198;Manualna;otomoto.pl/osobowe/oferta/skoda-fabia-skoda-fabia-2-2010-2011-czujniki-klimatyzacja-ID6GBj7w.html
20092;Skoda Octavia;C;3.755555555555555;2009;319;1595;Manualna;otomoto.pl/osobowe/oferta/skoda-octavia-octavia-1-6-mpi-zadbana-salonowa-ID6GBSNY.html
20122;Skoda Scala;C;3.888888888888889;2015;317;1197;Manualna;otomoto.pl/osobowe/oferta/skoda-rapid-skoda-rapid-1-2-ID6GBxZe.html
20276;Skoda Octavia;C;5.222222222222222;2017;342;1395;Manualna;otomoto.pl/osobowe/oferta/skoda-octavia-skoda-octavia-1-4-149km-wersja-ambition-ID6GuoO2.html
20323;Skoda Octavia;C;5.533333333333333;2015;330;1197;Manualna;otomoto.pl/osobowe/oferta/skoda-octavia-1-2tsi-110km-salonpl-aso-1wl-bezwypadkowa-stan-bdb-fv23-ID6FMpRt.html
20330;Skoda Octavia;C;5.555555555555555;2013;360;1395;Automatyczna;otomoto.pl/osobowe/oferta/skoda-octavia-skoda-octavia-iii-1-4tsi-elegance-salon-pl-dsg-1-uzytkownik-ID6GCsqD.html
20361;Skoda Superb;D;5.777777777777778;2011;326;1984;Automatyczna;otomoto.pl/osobowe/oferta/skoda-superb-skoda-superb-rocznik-2011-ID6GkxoX.html
20370;Skoda Octavia;C;5.888888888888889;2014;327;1395;Manualna;otomoto.pl/osobowe/oferta/skoda-octavia-skoda-octavia-1-4-tsi-ambition-kombi-ID6Guxmm.html
20408;Skoda Octavia;C;6.199999999999999;2014;354;1798;Manualna;otomoto.pl/osobowe/oferta/skoda-octavia-octavia-1-8-benzyna-180km-polski-salon-2014r-ID6GBjFq.html
20490;Skoda Octavia;C;6.666666666666667;2016;316;1395;Manualna;otomoto.pl/osobowe/oferta/skoda-octavia-skoda-octavia-iii-joy-1-4-tsi-150km-2016-ID6GCOUl.html
20494;Skoda Octavia;C;6.666666666666667;2016;318;1395;Manualna;otomoto.pl/osobowe/oferta/skoda-octavia-skoda-octavia-skoda-octavia-iii-joy-1-4-tsi-150km-2016-ID6GCPqh.html
20541;Skoda Octavia;C;7.222;2014;309;1395;Manualna;otomoto.pl/osobowe/oferta/skoda-octavia-skoda-octavia-iii-kombi-1-4-tsi-ambition-140km-2014-ID6GyfYz.html
20573;Skoda Octavia;C;7.48888888888889;2017;345;1395;Manualna;otomoto.pl/osobowe/oferta/skoda-octavia-1-4-tsi-150-km-2017r-salon-polska-ID6GBwVM.html
20641;Skoda Octavia;C;7.955555555555555;2017;339;1798;Automatyczna;otomoto.pl/osobowe/oferta/skoda-octavia-4x4-dsg-led-czujniki-salon-pl-vat23-ID6GqSOe.html
20691;Skoda Superb;D;8.222222222222221;2011;305;3597;Automatyczna;otomoto.pl/osobowe/oferta/skoda-superb-skoda-superb-3-6-v6-4x4-2011r-ID6GAY4q.html
20735;Skoda Octavia;C;8.666666666666666;2015;389;1798;Automatyczna;otomoto.pl/osobowe/oferta/skoda-octavia-skoda-octavia-1-8-tsi-style-dsg-ID6GAD8s.html
20741;Skoda Octavia;C;8.777777777777779;2015;385;1984;Manualna;otomoto.pl/osobowe/oferta/skoda-octavia-2-0-tsi-280km-challenge-vrs-doinwestowany-fvat-23-ID6GDauO.html
21488;Skoda Kodiaq;SD;16.200000000000003;2017;334;1984;Automatyczna;otomoto.pl/osobowe/oferta/skoda-kodiaq-faktura-vat23-3xklimatronic-nawigacja-full-led-4x4-dsg-ID6GkuHW.html
22358;Skoda Karoq;X;28.88888888888889;2023;723;1498;Automatyczna;otomoto.pl/osobowe/oferta/skoda-karoq-pierwszy-wlasciciel-stan-idealny-kupiony-w-salonie-w-polsce-ID6GDAEZ.html
22542;Skoda Superb;D;37.75555555555556;2023;716;1984;Automatyczna;otomoto.pl/osobowe/oferta/skoda-superb-2-0-tsi-190-km-salon-pl-l-k-automat-fvat-23-jak-nowy-ID6GlDn9.html
22580;Mercedes-Benz KlasaC;D;0.6666666666666666;1996;340;1799;Manualna;otomoto.pl/osobowe/oferta/mercedes-benz-klasa-c-dobry-stan-jak-na-jego-wiek-ID6GxcoZ.html
22594;Mercedes-Benz KlasaC;D;1.4444444444444444;2001;355;1998;Manualna;otomoto.pl/osobowe/oferta/mercedes-benz-klasa-c-c200-avantgarde-navi-bluetooth-bezwypadkowy-ID6FQ1E5.html
22610;Mercedes-Benz ML;X;1.9555555555555557;1998;360;3199;Automatyczna;otomoto.pl/osobowe/oferta/mercedes-benz-ml-7-osob-mercedes-ml-3-2-benzyna-7-osob-ID6GCKKK.html
22611;Mercedes-Benz KlasaC;D;1.9777777777777779;2005;368;1796;Manualna;otomoto.pl/osobowe/oferta/mercedes-benz-klasa-c-mercedes-benz-c180-kompresor-2005r-coupe-ID6GADrS.html
22624;Mercedes-Benz KlasaC;D;2.222;2005;352;1796;Automatyczna;otomoto.pl/osobowe/oferta/mercedes-benz-klasa-c-mercedes-benz-ID6GaGmD.html
22629;Mercedes-Benz KlasaC;D;2.3333333333333335;1997;323;1799;Manualna;otomoto.pl/osobowe/oferta/mercedes-benz-klasa-c-mercedes-benz-klasa-c-w202-esprit-atp-tour-ID6Gkzo6.html
22632;Mercedes-Benz KlasaB;MC;2.4222222222222225;2011;311;1699;Manualna;otomoto.pl/osobowe/oferta/mercedes-benz-klasa-b-ID6GCKWE.html
22650;Mercedes-Benz KlasaE;E;2.6444444444444444;2003;348;1796;Automatyczna;otomoto.pl/osobowe/oferta/mercedes-benz-klasa-e-mercedes-e-classa-1-8-benzyna-automat-ID6GB2GR.html
22656;Mercedes-Benz KlasaC;D;2.7777777777777777;2003;381;1796;Manualna;otomoto.pl/osobowe/oferta/mercedes-benz-klasa-c-super-stan-hak-bez-rdzy-zadbany-bez-wkladu-finansowego-ID6GvkoN.html
22658;Mercedes-Benz KlasaC;D;2.8444444444444446;2004;303;1796;Automatyczna;otomoto.pl/osobowe/oferta/mercedes-benz-klasa-c-mercedes-benz-c-klasa-2004r-zadbany-od-8lat-w-rodzinie-czujniki-ID6GAQuB.html
22666;Mercedes-Benz KlasaC;D;2.888666666666667;2005;330;1796;Manualna;otomoto.pl/osobowe/oferta/mercedes-benz-klasa-c-nowe-oplaty-stan-bardzo-dobry-ID6Fv9e0.html
22674;Mercedes-Benz KlasaE;E;3.088888888888889;2002;353;2597;Automatyczna;otomoto.pl/osobowe/oferta/mercedes-benz-klasa-e-mercedes-benz-e-klasa-elegance-ID6GkUh2.html
22676;Mercedes-Benz KlasaE;E;3.088888888888889;2002;353;2597;Automatyczna;otomoto.pl/osobowe/oferta/mercedes-benz-klasa-e-mercedes-benz-e-klasa-elegance-ID6GkUh2.html
22699;Mercedes-Benz SLK;X;3.4444444444444446;1998;317;2295;Automatyczna;otomoto.pl/osobowe/oferta/mercedes-benz-slk-mocno-doinwestowany-zamiana-ID6GeOW8.html
22708;Mercedes-Benz SLK;X;3.466666666666667;2001;308;1998;Manualna;otomoto.pl/osobowe/oferta/mercedes-benz-slk-mercedes-benz-slk-200-ID6GDrpT.html
22736;Mercedes-Benz KlasaR;X;3.755555555555555;2006;374;3498;Automatyczna;otomoto.pl/osobowe/oferta/mercedes-benz-klasa-r-r350-benzyna-avangarde-full-opcja-ID6GzKUU.html
22743;Mercedes-Benz KlasaR;X;3.755555555555555;2006;374;3498;Automatyczna;otomoto.pl/osobowe/oferta/mercedes-benz-klasa-r-r350-benzyna-avangarde-full-opcja-ID6GzKUU.html
22751;Mercedes-Benz KlasaE;E;3.888888888888889;2004;319;1796;Automatyczna;otomoto.pl/osobowe/oferta/mercedes-benz-klasa-e-mercedes-w211-wersja-avantgarde-ID6GADA1.html
22755;Mercedes-Benz KlasaC;D;3.9555555555555557;1992;340;1996;Manualna;otomoto.pl/osobowe/oferta/mercedes-benz-w201-190-mercedes-benz-w201-190-zabytek-w-idealnie-zadbanym-stanie-ID6FNIm6.html
22772;Mercedes-Benz KlasaE;E;4.0;1993;410;2199;Manualna;otomoto.pl/osobowe/oferta/mercedes-benz-w124-1984-1993-mercedes-w124-2-2-benzyna-ID6GBA4P.html
22778;Mercedes-Benz KlasaE;E;4.044444444444444;2005;353;1796;Manualna;otomoto.pl/osobowe/oferta/mercedes-benz-klasa-e-mercedes-w211-kombi-evo-rodzinny-pojemny-ze-sportowym-akcentem-ID6GAok9.html
22780;Mercedes-Benz KlasaE;E;4.111111111111111;2004;408;1796;Automatyczna;otomoto.pl/osobowe/oferta/mercedes-benz-klasa-e-1-8benzyna-163km-avantgarde-stan-b-dobry-ID6GAB1e.html
22785;Mercedes-Benz KlasaE;E;4.133333333333334;2004;327;1796;Automatyczna;otomoto.pl/osobowe/oferta/mercedes-benz-klasa-e-mercedes-e200-kompressor-automat-benzyna-ID6GDKU4.html
22786;Mercedes-Benz CLK;X;4.155555555555555;1998;320;4266;Automatyczna;otomoto.pl/osobowe/oferta/mercedes-benz-clk-4-3-279km-amg-import-szwajcaria-m113-e43-6-3-s-ID6Gm21f.html
22836;Mercedes-Benz CLK;X;4.444222222222222;2003;325;3199;Automatyczna;otomoto.pl/osobowe/oferta/mercedes-benz-clk-mercedes-clk-w209-320-lpg-ID6GxZnp.html
22838;Mercedes-Benz KlasaE;E;4.444444444444445;2002;345;2597;Manualna;otomoto.pl/osobowe/oferta/mercedes-benz-klasa-e-mercedes-benz-klasa-e-240-classic-ID6GzAX4.html
22850;Mercedes-Benz KlasaS;E;4.666666666666667;2000;350;3199;Automatyczna;otomoto.pl/osobowe/oferta/mercedes-benz-klasa-s-mercedes-s320-w220-ID6Gm6Gi.html
22884;Mercedes-Benz KlasaE;E;5.111111111111111;1992;328;3000;Manualna;otomoto.pl/osobowe/oferta/mercedes-benz-w124-1984-1993-mercedes-w124-3-0-benzyna-zamiana-ID6GAgyq.html
22900;Mercedes-Benz KlasaS;E;5.333333333333333;1999;385;4966;Automatyczna;otomoto.pl/osobowe/oferta/mercedes-benz-klasa-s-nowa-cena-sprzedam-ID6G7ISg.html
22914;Mercedes-Benz KlasaE;E;5.533333333333333;1991;310;3199;Manualna;otomoto.pl/osobowe/oferta/mercedes-benz-w124-1984-1993-mercedess-w124-coupe-swap-3-2-220km-1991r-ID6GpalV.html
22925;Mercedes-Benz KlasaS;E;5.666666666666667;1999;329;4266;Automatyczna;otomoto.pl/osobowe/oferta/mercedes-benz-klasa-s-s430-piekny-komfortowy-i-sprawny-ID6GDN0k.html
22939;Mercedes-Benz KlasaC;D;5.777777777777778;2008;333;2996;Automatyczna;otomoto.pl/osobowe/oferta/mercedes-benz-klasa-c-mercedes-benz-c-300-luxury-4-matic-sport-motoli-import-z-usa-ID6GAiEA.html
22964;Mercedes-Benz KlasaE;E;6.199999999999999;2005;400;4966;Automatyczna;otomoto.pl/osobowe/oferta/mercedes-benz-klasa-e-e500-ID6Gp3Ma.html
22982;Mercedes-Benz KlasaC;D;6.333333333333333;2009;312;1796;Automatyczna;otomoto.pl/osobowe/oferta/mercedes-benz-klasa-c-c200-avantgarde-navi-klimatronic-tempomat-kamera-cofania-pelen-serwis-ID6GxwfT.html
22989;Mercedes-Benz KlasaE;E;6.422222222222222;2002;325;3199;Automatyczna;otomoto.pl/osobowe/oferta/mercedes-benz-klasa-e-e320-doskonaly-stan-bezwypadkowy-pieknie-utrzymany-100-sprawny-ID6GzzUc.html
23061;Mercedes-Benz CLS;X;7.222222222222222;2004;330;4966;Automatyczna;otomoto.pl/osobowe/oferta/mercedes-benz-cls-cls-500-sprawny-gotowy-do-jazdy-ID6GC1GP.html
23076;Mercedes-Benz KlasaE;E;7.333333333333333;2005;340;2996;Automatyczna;otomoto.pl/osobowe/oferta/mercedes-benz-klasa-e-mercedes-e-280-3-0-benz-rarytas-super-stan-ID6Guovs.html
23089;Mercedes-Benz KlasaC;D;7.555555555555555;2010;309;1796;Manualna;otomoto.pl/osobowe/oferta/mercedes-benz-klasa-c-mercedes-c-klasa-osoba-prywatna-ID6G9D1F.html
23142;Mercedes-Benz GLK;X;8.2;2010;394;3498;Automatyczna;otomoto.pl/osobowe/oferta/mercedes-benz-glk-350-benzyna-272km-ID6GAAiI.html
23185;Mercedes-Benz ML;X;8.666666666666666;2005;383;3498;Automatyczna;otomoto.pl/osobowe/oferta/mercedes-benz-ml-sprzedam-mercedes-benz-ml-w164-4matic-v6-272-km-f-vat-23-ID6GtnQX.html
23189;Mercedes-Benz KlasaS;E;8.866666666666667;2001;323;5439;Automatyczna;otomoto.pl/osobowe/oferta/mercedes-benz-klasa-s-mercedes-s55-amg-europa-bezwyp-designo-ID6Fuj6K.html
23195;Mercedes-Benz KlasaE;E;8.866666666666667;1994;369;3199;Automatyczna;otomoto.pl/osobowe/oferta/mercedes-benz-w124-1984-1993-16-lat-w-jednych-rekach-sportline-klimatyzacja-tempomat-ID6GDrwm.html
23198;Mercedes-Benz KlasaE;E;8.866666666666667;2009;313;1796;Automatyczna;otomoto.pl/osobowe/oferta/mercedes-benz-klasa-e-mercedes-e-klasa-ID6Grjao.html
23202;Mercedes-Benz KlasaE;E;8.866666666666667;1999;319;4266;Automatyczna;otomoto.pl/osobowe/oferta/mercedes-benz-klasa-e-210-4-matic-4-3-avangarde-ID6F3QgH.html
23265;Mercedes-Benz SL;X;9.88888888888889;1992;330;2962;Manualna;otomoto.pl/osobowe/oferta/mercedes-benz-sl-4-osobowy-manualna-skrzynia-biegow-bardzo-zadbany-ID6GuS4D.html
23423;Mercedes-Benz CLA;C;12.222222222222221;2014;318;1595;Manualna;otomoto.pl/osobowe/oferta/mercedes-benz-cla-mercedes-cla-bezwypadkowy-ID6GznNv.html
23546;Mercedes-Benz KlasaE;E;14.444444444444445;2010;305;5461;Automatyczna;otomoto.pl/osobowe/oferta/mercedes-benz-klasa-e-stan-idealny-e-550-v8-dach-alcantara-bogate-wyposazenie-polecam-ID6GCWuK.html
23601;Mercedes-Benz KlasaE;E;15.444444444444445;2017;363;1991;Automatyczna;otomoto.pl/osobowe/oferta/mercedes-benz-klasa-e-stan-bardzo-dobry-9g-benzyna-serwisowany-w-aso-zamiana-ID6GB8YB.html
23622;Mercedes-Benz KlasaS;E;15.533333333333335;1992;353;4973;Automatyczna;otomoto.pl/osobowe/oferta/mercedes-benz-klasa-s-mercedes-w140-s500-ID6FYvxO.html
23765;Mercedes-Benz GL;X;17.555555555555557;2013;301;4663;Automatyczna;otomoto.pl/osobowe/oferta/mercedes-benz-gl-sprzedam-mercedes-gl-500-ID6G0aiD.html
23971;Mercedes-Benz KlasaS;E;20.555555555555557;2007;314;5513;Automatyczna;otomoto.pl/osobowe/oferta/mercedes-benz-klasa-s-s600l-ID6GyG4m.html
